start,zk,zc
1634209200000,-0.84918394517648,-1.425204455096264
1634212800000,-0.7735361570888679,-0.9415976706344267
1634216400000,-0.5177192316267047,0.14886850409753355
1634220000000,-0.6085022703921135,0.007722271981867479
1634223600000,-0.6482509566508108,-0.05319752318011678
1634227200000,-0.4542726907265298,-0.3987227976079329
1634230800000,-0.46480540135556775,-1.018276372530207
1634234400000,-0.8372946236392205,0.924423497174302
1634238000000,-0.7036318716234006,0.9356935623939712
1634241600000,-0.3446492760551766,-0.5936905089233647
1634245200000,-0.4754322443989696,0.035117298988061596
1634248800000,-0.43777981356278195,0.1282548062110793
1634252400000,-0.67449611070005,-0.33233594019432333
1634256000000,0.07810912709685433,-0.1192859426191071
1634259600000,0.43188928133756854,-0.4708051166007988
1634263200000,-0.10614928682196559,-0.170392308842241
1634266800000,-0.275034978195825,-0.08220284475944589
1634270400000,0.20540204620502275,-0.39867754904776775
1634274000000,-0.506577503409309,-0.7704379870674899
1634277600000,-0.30569640553674804,-0.7176149967838472
1634281200000,0.09502693710963181,-1.3555882756312947
1634284800000,0.44279897968158166,-0.6830496904380993
1634288400000,1.0894231667850365,-0.7183615641034585
1634292000000,1.021308749524306,-0.6301526506445236
1634295600000,1.2497744910717465,-0.3941894193808107
1634299200000,1.0304805540119113,-0.5080306166430204
1634302800000,1.2111965629719865,-0.734284546784175
1634306400000,1.1098842404273563,-1.2091463640273705
1634310000000,1.0289053404084616,-1.5653969619777632
1634313600000,0.5241702525203127,-1.8272938526210132
1634317200000,0.5960966547320019,-1.8187347646084566
1634320800000,0.23723240618336972,-1.8646575283280868
1634324400000,0.2985006534812903,-1.7006733416639883
1634328000000,0.35419559087356495,-1.748838897397697
1634331600000,0.6732335605291622,-1.3037808310963233
1634335200000,0.29431192452344435,-0.9650950082388592
1634338800000,0.6666402321870015,-0.029970822725637836
1634342400000,0.46527733923996517,-1.3344428497038912
1634346000000,1.3898830191813645,-1.6384572112003608
1634349600000,0.5655432762185233,-0.792476693188691
1634353200000,0.3738590298101213,-1.7119975624350952
1634356800000,0.5759857386865563,-1.448641032752343
1634360400000,0.5238782288137167,-1.5549782865734105
1634364000000,0.34363781379670355,-1.2409073294463062
1634367600000,0.5078358469187781,-1.7920813219375795
1634371200000,0.56196215953605,-1.5813260527952675
1634374800000,0.45839692291541484,-1.6436337487643018
1634378400000,0.6308805403596183,-1.131737662785039
1634382000000,0.26251027544061223,-1.6830648503440633
1634385600000,0.08698406418768277,-0.296069469290661
1634389200000,0.18134751677788202,-0.8110556825329827
1634392800000,0.11865870194480546,-1.2050297299825519
1634396400000,0.18429911109423672,-0.24844534338751267
1634400000000,0.43685147120816215,-1.1589570853411593
1634403600000,0.49965532538539453,-1.167191220372338
1634407200000,0.5529733745781839,-0.9344512638122537
1634410800000,0.6316363801041589,-1.2860161336098908
1634414400000,0.7131457305154848,-1.7465767700973982
1634418000000,1.020604518537467,-1.2896821462367436
1634421600000,0.8344940583394992,-1.2447458315074955
1634425200000,0.7977860647652868,-1.023196267707748
1634428800000,0.8383007622151182,-0.9269258168882416
1634432400000,0.7470377145121051,-0.7727609847113964
1634436000000,0.6712816819436103,-0.5838402758983552
1634439600000,0.6715272425575638,-0.46174922136065943
1634443200000,0.8410272747616485,-0.5981452384016688
1634446800000,0.5204874153010612,-0.6402680742936162
1634450400000,0.6167137661769483,-1.000736713524871
1634454000000,0.6873405253596867,-0.406328936007378
1634457600000,0.6483175827056875,-0.5515703598185283
1634461200000,0.463348562294607,-0.728453896963525
1634464800000,0.6544676383097241,-0.9195946454040611
1634468400000,0.6633912021487052,-0.6728746402896225
1634472000000,0.7602899685502131,-0.8991647253505977
1634475600000,0.47581558677908165,-1.4682371455452459
1634479200000,0.5477384382362197,-1.4527485334807282
1634482800000,0.9457942800839669,-0.37615882511866217
1634486400000,0.909928877513053,-1.1558466584938643
1634490000000,1.0547653496629676,-1.1264767041957198
1634493600000,0.9264289011029572,-1.1404908279695425
1634497200000,1.2103801655255857,-1.0776034334729232
1634500800000,2.3136494091262554,-0.9207915294531988
1634504400000,1.6252958740280024,-0.7868252966911945
1634508000000,1.468343537342247,-0.4859233337734542
1634511600000,1.0974795070103815,-0.8172743428966376
1634515200000,1.0443133650928313,-0.9514132935267006
1634518800000,1.2187646103989453,-0.8130019359737317
1634522400000,0.8893913991265583,-0.7738405545781848
1634526000000,1.008929430068377,-1.2030975170766065
1634529600000,1.0136812343378654,-2.358459119042858
1634533200000,0.8369520025335844,-2.245843039684563
1634536800000,1.0146275178858355,-2.1767961922628754
1634540400000,1.1829723692224379,-1.6614761818450594
1634544000000,1.1454027507860287,-2.1129283530603526
1634547600000,1.0134710794133115,-2.030368903875944
1634551200000,1.0146413325918888,-1.6576108669106782
1634554800000,0.9925355645761431,-1.911039891252436
1634558400000,0.9639086898346332,-1.4004899858620887
1634562000000,1.210170318193943,-0.03304718767131529
1634565600000,0.7844461338403521,-0.8707712531052917
1634569200000,0.9144627008221542,-1.1641635188432562
1634572800000,1.126739312905527,-0.8428526779078127
1634576400000,1.2200752235272279,-0.7909269941066607
1634580000000,1.4366201374281002,-1.1198337645214202
1634583600000,1.4904289150775476,-1.6044386322912105
1634587200000,1.4380463803166579,-0.898688062438395
1634590800000,1.258184426956129,-1.4995385078049233
1634594400000,1.328286355219649,-0.5837360870465688
1634598000000,1.2270323278860538,0.23551414250989086
1634601600000,0.8477464300252631,-0.5793381424215072
1634605200000,0.4553454965935121,-1.1122392421495046
1634608800000,0.5043421008613549,-0.40592300088963634
1634612400000,0.0808406844645973,-0.6519164762095663
1634616000000,0.21085022490020963,-1.2738400981041995
1634619600000,0.008725573727237687,-0.7371640182491614
1634623200000,0.140668138515039,-0.582289948735012
1634626800000,0.0850291580072044,-1.162254913024073
1634630400000,0.04750329926516258,-0.48127053459483915
1634634000000,0.2421671575013158,-0.4143098305533274
1634637600000,0.22416805047383623,-0.7748865208461497
1634641200000,0.25406104065458235,-0.5652983198012883
1634644800000,0.03476083856260906,-0.8621815590924247
1634648400000,0.18681526986090075,0.026947273086317614
1634652000000,-0.6665143141302861,-0.25469065552777514
1634655600000,0.41078998676269135,-0.30417617643098943
1634659200000,-0.21763585315081446,-0.12187734791623099
1634662800000,-0.05107767775841556,0.019545339678393323
1634666400000,0.1494758465693548,-0.5613089109638449
1634670000000,0.13368118375478547,0.41390885750335144
1634673600000,0.5491309538894817,-0.5881642144963883
1634677200000,0.20948078932583886,-0.2621029911792644
1634680800000,-0.025753112892858084,0.07746122870510708
1634684400000,-0.07565755101532326,0.1917119597397353
1634688000000,1.4831993643718302,-0.4903240822356927
1634691600000,1.55977759883916,-0.16584984997608437
1634695200000,1.5996300397304037,0.05066491382165786
1634698800000,1.3253999937905447,0.5347593151476033
1634702400000,0.8961456535992868,0.1442073482348613
1634706000000,1.0692825842286782,-0.10094018157270584
1634709600000,1.1235958660012346,-0.20580517729198425
1634713200000,1.2450840970951296,-0.3976818244674288
1634716800000,0.9638421669773748,0.28205185601484706
1634720400000,1.0706124913117319,-0.407688465413263
1634724000000,1.1209570884461533,0.6843740329778254
1634727600000,0.9151490817306713,0.375163081075341
1634731200000,0.6884533118198904,0.05693056564901283
1634734800000,0.5633439337004247,0.6615183544547802
1634738400000,0.6388606741207419,-0.6114376884438836
1634742000000,0.23442561511647625,-0.2539563339071208
1634745600000,0.05983599527382885,-0.1867863754708305
1634749200000,0.10076451637198312,-0.3578019213437668
1634752800000,-0.16969231699979373,-0.3510589777720344
1634756400000,-0.20360728545442155,0.19768765521118886
1634760000000,-0.16831277204340384,-1.0857121600470185
1634763600000,-0.30466361381556306,-0.9250936190544257
1634767200000,0.08326521256237107,-0.2758501881685296
1634770800000,-0.318741373044798,0.05196465156425281
1634774400000,0.36907302265374664,-0.14148156592553843
1634778000000,0.42244127118997105,-0.6390025441241246
1634781600000,0.5357520133768956,-0.7926349578640332
1634785200000,0.6539475087881992,-1.134828459670346
1634788800000,0.587020724081148,-0.6645526461045479
1634792400000,0.5059520487807553,-1.0561739697813677
1634796000000,0.8403932128731937,-0.4343163405204062
1634799600000,0.9871708075190238,-0.6183968664687112
1634803200000,0.3079919864842856,-0.3716130756660815
1634806800000,-0.0415377838020838,-0.22838690120208252
1634810400000,-0.09388051158278697,0.1581296217458581
1634814000000,0.565035515695222,-1.5684442454546843
1634817600000,0.6266182033243253,-0.6679606213100006
1634821200000,0.5485703583074593,-1.0215232924094837
1634824800000,1.177995856526063,-1.9477370202198685
1634828400000,1.359331821594689,-0.5427146772111722
1634832000000,1.574667901378008,-0.6389617826050833
1634835600000,1.771465352109539,-1.5927552718963236
1634839200000,1.5153312790397742,-1.7587666753865703
1634842800000,1.5919447619301663,-0.2309894986669409
1634846400000,1.6960137250618148,-0.4757133552924665
1634850000000,1.4340344427765495,-0.9565605412986388
1634853600000,2.019931150130536,-0.33908959133952576
1634857200000,1.352269280334651,-0.26947004432386834
1634860800000,1.435066465181643,-0.20569369194896658
1634864400000,1.496439297560825,0.006223232906146764
1634868000000,1.2226514020569417,-0.5621412581534239
1634871600000,0.7071978802516659,-0.5647048279908634
1634875200000,0.7763376047255154,-0.13756409289465654
1634878800000,0.5448643802001212,-0.4753049417206624
1634882400000,-0.2686232987341052,-0.11756819092749395
1634886000000,0.07711467653173935,0.5996298230343251
1634889600000,0.33835805252760265,-0.2877833625812122
1634893200000,0.4321060962808041,-0.05828613398720216
1634896800000,0.1983500247282546,0.1367886320445926
1634900400000,-0.00017811748969996568,-0.5824552347359824
1634904000000,0.2735812064693311,-0.20325529472577014
1634907600000,0.8328753646607819,-1.9056057880287534
1634911200000,0.8480879658132221,-2.2093117286809907
1634914800000,1.2464630405816894,-2.6054918697974503
1634918400000,1.2521249448380414,-1.4055600142101357
1634922000000,1.4413256581791307,-2.2860585422824955
1634925600000,1.373217246852446,-1.5249619061632802
1634929200000,1.4212494883369324,-1.8647445227141906
1634932800000,1.5938786543429633,-1.460971915207866
1634936400000,1.5278990534207195,-1.462240794400743
1634940000000,1.1516443106851653,-1.2458979848663947
1634943600000,1.0426708234544662,-1.164444876501665
1634947200000,1.4408391254518917,-1.4531703150262012
1634950800000,1.6361387942833396,-0.9615186215900884
1634954400000,1.5262511052508092,-0.8957845389125771
1634958000000,1.0989662663760829,-1.2107249644180231
1634961600000,1.0095520526785682,-0.9971887586056012
1634965200000,1.0785358682378927,-1.015701601127713
1634968800000,0.7175445526861799,-1.0425787635487422
1634972400000,0.8309654857973673,-1.401742751389734
1634976000000,0.9902026906496739,-0.9881434830807341
1634979600000,1.1024567215899195,-0.8181144086082943
1634983200000,0.9389419581855903,-0.9548229218163876
1634986800000,0.5666170334728042,-1.358965125605502
1634990400000,0.8091266787248355,-0.34086029119357214
1634994000000,0.8710484822808862,-0.36369393725296073
1634997600000,0.7326664956331439,-0.8149644244494337
1635001200000,0.5068869868045054,0.10294639348342108
1635004800000,0.9943498597132143,-0.7290521829687155
1635008400000,1.0271103793292629,-0.5949347065315789
1635012000000,1.140780736734532,-0.2956596309677473
1635015600000,1.3651713390768172,-0.9808603617816929
1635019200000,1.247856704282904,-0.7993088296893711
1635022800000,1.3485097336629297,-0.24272917994272178
1635026400000,1.1107415017529205,-0.4114886520500217
1635030000000,0.4914188515939767,0.10010056614669735
1635033600000,0.6922825943453862,-0.45790992596007396
1635037200000,1.0842020548636326,-0.21137900574164636
1635040800000,0.9440321267626031,-0.27098664714807813
1635044400000,0.6529746894863153,-0.4083810833193519
1635048000000,0.6274559284128491,-0.789240458468691
1635051600000,0.9596582068386812,-0.665021086740476
1635055200000,0.9876747878150542,-0.36490012554708073
1635058800000,1.0449481036538935,-0.237208663359873
1635062400000,1.16443332292218,-0.20675948988557336
1635066000000,1.10522144257378,-0.39812877776295763
1635069600000,1.229785614564335,-0.2136995099408585
1635073200000,1.4290190152133353,-1.196302721906299
1635076800000,1.5508258213607824,-1.0757468069218126
1635080400000,1.2763429548668266,-0.6469398183291939
1635084000000,1.5006808885501846,-1.1250682241304923
1635087600000,1.773459584752666,-0.5892932304216096
1635091200000,1.3363835673248543,-0.2828169718721564
1635094800000,1.4776121968403122,-0.5225888707540842
1635098400000,1.9946723019531436,-0.36765144575962216
1635102000000,1.4987194873220377,-0.14550358582701656
1635105600000,1.4781597719000792,-0.9142167700068791
1635109200000,1.4486825879931384,-1.0001156401156832
1635112800000,1.1960862573405198,-1.1612654683915338
1635116400000,0.9344437632036036,-0.6042720701734016
1635120000000,0.7511813908504197,-0.9562886809612414
1635123600000,0.5134514339856742,-0.33470314165181675
1635127200000,0.15784551800481322,-0.6984398353840064
1635130800000,0.3742420647940534,-0.25598699154389815
1635134400000,0.042985271685088325,-0.6517659132283106
1635138000000,0.16815512802030763,-0.5603465875208993
1635141600000,0.11481724373938987,-0.7807682836999511
1635145200000,-0.13947423508427753,-1.6029619804774828
1635148800000,-0.13092972663660465,-0.9153762071349127
1635152400000,-0.0997531486082056,-0.3677391613327306
1635156000000,0.03752945963871332,-0.054964926863432156
1635159600000,0.20448014181555288,-0.4912625241016399
1635163200000,0.3821157351392306,-0.7962355065978195
1635166800000,-0.05598951972453251,-0.09204103613109786
1635170400000,-0.3826880913430557,-0.37125036099729164
1635174000000,-0.6042885170642429,0.2833249775968457
1635177600000,-0.6614485702191315,-0.8881658082514161
1635181200000,-0.2615439491275232,-1.5731090253077342
1635184800000,-0.3309990609319073,-1.4535375855016524
1635188400000,0.06301778904606706,-2.1029149666244633
1635192000000,-0.0028441060908891806,-1.6501293445836547
1635195600000,0.021555390408523743,-1.6709911586251076
1635199200000,-0.2969455034566094,-0.9080558527951961
1635202800000,-0.6490813123355542,-0.3688289989350562
1635206400000,0.44020875975632257,-0.6546937741133586
1635210000000,0.2146100577903201,-0.6917341696167763
1635213600000,0.17306025851747514,-0.8016137575677631
1635217200000,0.15146901892172213,-1.0442674821288929
1635220800000,0.25851830607439485,-0.7116439509750881
1635224400000,-0.053307131166753535,-0.6365854439875139
1635228000000,0.34713472373528154,-0.7939408303244933
1635231600000,0.09193159147729282,-0.7235749775438594
1635235200000,-0.12468161540892085,-0.2833533346690225
1635238800000,-0.09601861180766603,-0.6679689927558812
1635242400000,-0.3435778913490289,-0.14995986819262036
1635246000000,0.02339818658489319,-0.22629165449938565
1635249600000,0.48758337359754983,-0.5102000591344369
1635253200000,0.39774104689128953,-0.712148207203567
1635256800000,0.8273344341435256,-0.7161953620685317
1635260400000,-0.03395496712682506,-0.6382048672470565
1635264000000,0.3821712913455539,-1.2602644288502198
1635267600000,-0.09619341303312914,-0.4195498688829306
1635271200000,-0.20781518852614983,-0.058581040570074294
1635274800000,-0.07292409154494972,-1.113290881971891
1635278400000,-0.537126892362074,-0.12426801594276923
1635282000000,0.6785466146541462,-0.4914274203327372
1635285600000,1.3663130542271338,-0.6502127066656449
1635289200000,1.068277966136014,-0.4335511162874494
1635292800000,0.9425041314550706,0.13745925211246335
1635296400000,0.6343909685423366,0.011108676795333311
1635300000000,0.6957255461447333,-0.3009857715281118
1635303600000,0.4945764032814132,-0.48238464867222813
1635307200000,0.18342299551568764,0.8006501454858845
1635310800000,0.15362232323035852,-0.40924237140977704
1635314400000,0.2167404116951491,0.26391812799574627
1635318000000,0.4389234418824588,0.8974219477146359
1635321600000,2.9031700174222763,1.480518765442317
1635325200000,3.139195732794292,1.779359136839326
1635328800000,2.9509588195733403,1.168747177307635
1635332400000,2.895543659150942,1.2901011361307122
1635336000000,2.6151551341106507,1.608066523542487
1635339600000,2.828584751863527,1.7975833935996923
1635343200000,1.789566778805662,1.2934259112550262
1635346800000,2.317420577100597,1.710110497181783
1635350400000,2.0087669849687835,1.879984475584179
1635354000000,1.8804469313878345,2.3473379569881736
1635357600000,2.246840776346675,1.8427648677473827
1635361200000,2.683436645107066,1.7623436251127926
1635364800000,2.668994784309649,2.420725697748831
1635368400000,2.8519783664047003,2.530292154788944
1635372000000,2.4714771895041725,2.3600867244729224
1635375600000,2.3983585600969075,1.5698810336366051
1635379200000,1.1222372711000128,2.635732046855382
1635382800000,1.905250364155754,1.971519349605655
1635386400000,2.133765600112032,2.4138226119400215
1635390000000,1.797860957349949,1.3077084134803028
1635393600000,1.4477754812584211,1.5632789595737493
1635397200000,0.7766239959574415,1.4873361556874523
1635400800000,0.6886139354487457,1.1911675627540876
1635404400000,0.45980439244669763,0.26468375424741186
1635408000000,-0.2627302263595118,0.4708883725422419
1635411600000,-0.35312516567811425,0.07380139945303887
1635415200000,-0.09915688989092084,1.0386221406352378
1635418800000,-0.0006893412606202749,1.0742280056913394
1635422400000,-0.4863999047524782,1.4894650873838184
1635426000000,-0.5232883672756782,1.2512907472331094
1635429600000,-0.6823350497892495,1.8816903337836954
1635433200000,-0.6292818909206666,1.2980948123991534
1635436800000,-0.9363020729577839,0.9600649608904561
1635440400000,-1.056320786352959,1.3887874441522046
1635444000000,-0.20058473522275488,1.0076781007163533
1635447600000,-0.786096038269988,0.6680653836047501
1635451200000,-0.8568797804795762,0.27723498091106846
1635454800000,-0.5798035171191087,0.3448810084916474
1635458400000,-0.40920696686146396,0.8430497972964078
1635462000000,-0.38978728218079295,0.6915398129144585
1635465600000,-0.09736715588820012,-0.24267451873636395
1635469200000,-0.1972025595250757,0.22109964707940988
1635472800000,-0.20334878449194543,0.32046701524321924
1635476400000,-0.454705531193519,0.6247657529946853
1635480000000,-0.41490667829508937,0.12033813818645323
1635483600000,-0.04561791479628279,0.5571149867977019
1635487200000,-0.0853951778524443,-0.07126406083436292
1635490800000,0.2985075149526307,-1.4427738846597402
1635494400000,-0.20194788301190725,-0.9378035897890084
1635498000000,-0.04679644654342099,-0.450896755786086
1635501600000,-0.6715720674174157,-0.3237559780542177
1635505200000,-0.38289672348867076,-0.04434617481506156
1635508800000,-0.3453344798543219,-0.16975304437204042
1635512400000,-0.2302710908463958,0.31778264326770467
1635516000000,-0.048680798153172,0.3445187277785628
1635519600000,-0.27576271585258794,-0.6251435467987874
1635523200000,-0.5927326476168613,-0.4515714521641205
1635526800000,-0.8063112248014677,-0.11874121709154141
1635530400000,-0.7741815652409272,0.49230293359985006
1635534000000,-0.7324213567566744,0.5703656123590968
1635537600000,-0.6962717755623867,0.845411553916111
1635541200000,-1.0152931547490929,1.7090820419398791
1635544800000,-0.771765216665739,1.6107161325139878
1635548400000,-0.8127705096811978,0.8831433685274924
1635552000000,-0.8517504294399163,0.9618277527872588
1635555600000,-0.4161819827604939,0.8382198819002689
1635559200000,-0.4215364651758068,0.10570657637526411
1635562800000,-0.3339483283097471,0.43568143076242055
1635566400000,-0.43681665416476567,-0.680396727078875
1635570000000,-0.6312200543859837,-0.2708733209124116
1635573600000,-0.639006768750807,-0.4209029888759603
1635577200000,-0.4765591836946427,-0.9426556546450591
1635580800000,-0.23307613936204857,0.5871134505495503
1635584400000,-0.42127814525757723,0.10883663791492604
1635588000000,-0.41523328403851845,0.2463973699571537
1635591600000,-0.6761852017530743,0.879978805739229
1635595200000,-0.803236325811268,0.7705618565781014
1635598800000,-0.7139372948288258,1.1864511619182372
1635602400000,-0.41132399236350653,1.202692774730786
1635606000000,-0.9454849974640072,1.1158041465394155
1635609600000,-1.1008327922674717,0.5860840776549066
1635613200000,-1.013605627900649,0.581949154661126
1635616800000,-1.2724889330426916,1.1084070352967048
1635620400000,-1.2897738699458512,1.4838635214378524
1635624000000,-1.346418955217862,1.3133224611706846
1635627600000,-1.2945546071008893,1.9582972125300873
1635631200000,-1.2110972051674622,0.9684871280739902
1635634800000,-1.887124057041118,1.0329009450886044
1635638400000,-1.995353128424326,1.0130849636798185
1635642000000,-2.3812243158713793,1.2505464340249997
1635645600000,-2.6131135087970145,1.0985365482510288
1635649200000,-2.1318911334822133,1.6370221334686155
1635652800000,-1.7692503496595946,1.117275451469916
1635656400000,-1.7992523865951338,1.3470120953003633
1635660000000,-1.7472280771590178,1.2889204641205547
1635663600000,-1.7624036213228882,0.4691028112014299
1635667200000,-1.5036956346685224,0.7656150607733452
1635670800000,-1.3385049132794777,0.7637050339829368
1635674400000,-1.293541013025586,1.8556434714870635
1635678000000,-1.0036277894009262,0.7010795877353937
1635681600000,-0.8203259140176866,1.7183966264972463
1635685200000,-1.0560128673127172,1.359123442650668
1635688800000,-1.2624668430870165,2.0734904823876232
1635692400000,-1.6493509708507101,2.338783111334999
1635696000000,-1.668759778186455,1.760907870532125
1635699600000,-1.721348181928191,2.5349500476148608
1635703200000,-2.000023222666527,1.7570813449595832
1635706800000,-2.219337265264857,2.693406128064443
1635710400000,-2.0718223591615867,2.3249530495855835
1635714000000,-2.148639043489739,1.1347370085565442
1635717600000,-2.2109397369410098,2.322395844304123
1635721200000,-2.3567777255193914,1.6888468679652533
1635724800000,-2.2081824638357332,1.7359013302561732
1635728400000,-1.683707273156338,1.4953949162791145
1635732000000,-1.6346463779147686,2.124395376547519
1635735600000,-1.5086113794132046,2.4256112415851607
1635739200000,-1.5310112512019967,2.0015836395864897
1635742800000,-1.5139261595434588,1.2726063808452466
1635746400000,-1.780159604048455,0.44814700359546933
1635750000000,-2.0609298526249296,1.0090462893634942
1635753600000,-1.9608364075939853,1.8544449978472413
1635757200000,-2.0644835687122867,1.6986297906534886
1635760800000,-1.9365459273227184,1.6595925010188437
1635764400000,-1.7712566530342886,1.822782380923262
1635768000000,-1.7396860238209766,1.7932757706391107
1635771600000,-1.602571365581333,2.5363616959968285
1635775200000,-1.4949096008801315,1.124660102137836
1635778800000,-1.7453771829861593,1.0761053200079793
1635782400000,-1.412613029948942,0.5570273617836516
1635786000000,-1.3972454285325302,0.7830691069032579
1635789600000,-1.341696538878507,1.112183090029957
1635793200000,-1.7868987637485718,2.5462123642689334
1635796800000,-1.3893000775860942,0.5168880829207957
1635800400000,-1.3213776262212193,1.4804041025513297
1635804000000,-1.4420654090553602,1.4659975599826298
1635807600000,-1.4877010241649973,1.6570596642226056
1635811200000,-1.9016190100051036,2.159743665302102
1635814800000,-1.934958764839606,2.1254266850007357
1635818400000,-2.339104812869466,2.0403213459868152
1635822000000,-2.318814207193615,2.760297639861059
1635825600000,-2.7639760609094854,2.4565878829959713
1635829200000,-2.779091438525991,3.0309135456114302
1635832800000,-2.750473549474678,2.375065350289195
1635836400000,-2.5277212265005944,1.7514910632700178
1635840000000,-2.5932734975684317,1.8394499633549013
1635843600000,-2.741391518726016,3.384334379604927
1635847200000,-2.8833000236686734,2.411711925214491
1635850800000,-2.9694706692669497,1.600789444296249
1635854400000,-2.9739944740072244,2.12472032614889
1635858000000,-2.932367263726663,2.6748765322588945
1635861600000,-2.9633109600893217,3.1446051096603735
1635865200000,-3.065202007982198,1.8555580616092722
1635868800000,-2.93827464455004,1.9921805902627583
1635872400000,-3.059009428670455,1.447505409533545
1635876000000,-3.0936399919324287,1.4573028485057682
1635879600000,-3.1984671803507005,2.319022647682217
1635883200000,-2.8199707950410087,2.36026714985142
1635886800000,-2.9625305956153207,2.1124358470745626
1635890400000,-2.8900236845172627,2.057510003548307
1635894000000,-3.1586256233187813,2.158970741725661
1635897600000,-3.2199701024718617,2.1511148245246563
1635901200000,-3.072135880420702,2.5679092396677294
1635904800000,-2.70669191460573,1.9399837934626163
1635908400000,-2.867373147704418,2.321060306317868
1635912000000,-3.4041167180042597,2.267364619393257
1635915600000,-3.0623784138352197,1.7331674364435246
1635919200000,-3.046066289872328,2.3824218267426396
1635922800000,-3.2607984640946306,1.4533315307718626
1635926400000,-2.9080816103039657,1.371586634215209
1635930000000,-3.06812360116413,2.809434684223244
1635933600000,-3.0728493642461734,2.256354927642305
1635937200000,-3.15322125360265,2.320348884909496
1635940800000,-2.867273238815682,2.055243336624442
1635944400000,-2.3854016612454676,1.1021001166680762
1635948000000,-2.469063953598524,1.6553439117988713
1635951600000,-2.4348243770357163,1.8098520930427529
1635955200000,-2.374452655133515,0.9654857651957098
1635958800000,-2.4475237840931974,1.2011030240337721
1635962400000,-2.388673588260091,1.6681662359956508
1635966000000,-1.959841550022829,1.6655550250042048
1635969600000,-1.8837494488832904,2.001900336850353
1635973200000,-1.813014783031837,1.7226594008923999
1635976800000,-1.7337210086975885,1.8150066632536452
1635980400000,-1.858293289347289,1.055368297491833
1635984000000,-1.9991165698879707,0.9908106905814911
1635987600000,-1.8817436041967261,1.623104992804289
1635991200000,-1.8560994803602302,1.3597725947257677
1635994800000,-1.778882784757467,1.511507024520356
1635998400000,-1.8986723274886566,0.9575575331316729
1636002000000,-1.6701843471763258,1.3990942993989095
1636005600000,-1.7706514706810612,1.1974632900342281
1636009200000,-1.2613235584514664,2.241463304884001
1636012800000,-1.2364319938997632,1.5769387902851102
1636016400000,-1.1562310055666383,1.7216982257882834
1636020000000,-1.2641545658949866,2.3034933351383495
1636023600000,-0.7680878791824809,1.9748255747850756
1636027200000,-1.194011362566213,2.1782949611017255
1636030800000,-1.0351497394334572,2.5918819586072717
1636034400000,-0.928120320807541,2.791307265146773
1636038000000,-0.29379434724870274,1.7848617543118568
1636041600000,-0.45546389001259,2.230828257456239
1636045200000,0.04539397921149317,1.429631441770231
1636048800000,0.1693871718879888,1.5300230230100553
1636052400000,-0.4500217439786838,0.579793084437569
1636056000000,-0.5658557527451828,1.862010514011717
1636059600000,-0.6408255309458427,1.759724515119249
1636063200000,-0.6254768257128908,1.517071650784351
1636066800000,-0.7809565011960389,1.8954549927185336
1636070400000,-0.5534458010427603,1.5026330622163222
1636074000000,-0.8513842535449774,1.2628887794661152
1636077600000,-0.6517836526480347,1.6475618155656062
1636081200000,-0.8054184311756855,1.2691719909573012
1636084800000,-0.9357445038700354,1.8030833597058151
1636088400000,-0.8308578990297324,1.6164264575686327
1636092000000,-0.8796323716329347,1.2971524753540578
1636095600000,-0.8108582676175897,1.2796647623199537
1636099200000,-0.9627070390595533,1.4549976755603717
1636102800000,-0.6264128689884052,1.3404534211734325
1636106400000,-0.3342973011507367,1.1638679382142825
1636110000000,-0.04357098215576047,1.6707902087012234
1636113600000,-0.14393869608479976,2.307780551155387
1636117200000,-0.4594420331464063,2.2998605080107266
1636120800000,-0.08411969531694008,1.8630561172723843
1636124400000,0.20555399340117905,1.692939063409355
1636128000000,-0.06325712510009564,1.2773480817555323
1636131600000,-0.12289929902306812,1.2209720379726465
1636135200000,-0.4074615835328565,1.1521561999224894
1636138800000,-0.05790050541186405,2.1860024562059213
1636142400000,0.30275833872587316,2.0427182646721413
1636146000000,0.11606490418328538,1.3028690751584389
1636149600000,0.14091921843865524,1.8684231945035967
1636153200000,0.08133751027794403,2.419177784747525
1636156800000,-0.7313193945065035,2.3420176991080295
1636160400000,-0.6380673806432025,2.0909994649211763
1636164000000,-0.3805807580247132,2.518276395369157
1636167600000,-0.5345162612749474,2.0958796883544597
1636171200000,-0.663552244764365,1.4957701011902742
1636174800000,-0.8470608140201719,1.5448684568995743
1636178400000,-0.6345081881005945,2.2658097050091994
1636182000000,-0.29203489393425036,1.4858780681236494
1636185600000,-0.22722336556558081,1.5135703773503832
1636189200000,-0.19624962090649378,1.5264748106546104
1636192800000,0.20372531596409132,1.6860638358445286
1636196400000,0.527104635135994,1.8381970484851637
1636200000000,0.46036014262353225,1.7461973115988174
1636203600000,0.18790801546579544,1.140079799996835
1636207200000,0.07152832340473297,1.5265212871366645
1636210800000,-0.038070775403260086,1.8328222541323864
1636214400000,-0.04241962062822217,1.491702556446114
1636218000000,0.13287815321098287,1.4435974924296389
1636221600000,-0.021144885235336475,1.2394211812820493
1636225200000,-0.4487311603512065,1.582580710391996
1636228800000,-0.5235096680890851,1.55247508877052
1636232400000,-0.5340725857476869,1.9116472958901876
1636236000000,-0.6153089040235973,1.808008205298818
1636239600000,-0.6654011482292593,2.1971414570619605
1636243200000,-0.7435039386816837,1.3035840268498409
1636246800000,-0.49539935299656224,1.4538660365278446
